Tenure_Months,Monthly_Charges,Contract_Type,Internet_Service,Tech_Support,Payment_Method,Support_Calls,Churn
12.0,73.85,Two Year,DSL,No,Mailed Check,0,Yes
43.0,54.81,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
16.0,70.46,Month-to-Month,DSL,No,Credit Card,1,Yes
7.0,105.79,One Year,Fiber Optic,No,Credit Card,1,Yes
17.0,63.66,One Year,Fiber Optic,No,Bank Transfer,1,Yes
4.0,38.42,One Year,DSL,Yes,Electronic Check,0,Yes
28.0,16.41,Two Year,Fiber Optic,No,Electronic Check,2,Yes
10.0,80.39,Two Year,Fiber Optic,No,Mailed Check,1,Yes
7.0,72.42,Two Year,DSL,No,Mailed Check,1,No
72.0,45.62,Two Year,Fiber Optic,Yes,Electronic Check,3,No
36.0,95.78,One Year,No,Yes,Bank Transfer,2,No
37.0,52.35,One Year,Fiber Optic,Yes,Mailed Check,1,No
23.0,60.96,Month-to-Month,Fiber Optic,No,Credit Card,0,Yes
44.0,64.5,Month-to-Month,DSL,Yes,Credit Card,2,Yes
34.0,54.47,Month-to-Month,DSL,No,Bank Transfer,2,Yes
22.0,72.08,Month-to-Month,DSL,No,Bank Transfer,2,Yes
72.0,99.55,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,No
5.0,30.73,Month-to-Month,Fiber Optic,No,Electronic Check,3,Yes
69.0,79.66,Two Year,DSL,No,Credit Card,1,No
12.0,70.16,Two Year,Fiber Optic,Yes,Bank Transfer,2,Yes
18.0,69.61,Month-to-Month,DSL,No,Electronic Check,0,Yes
3.0,91.16,Month-to-Month,DSL,No,Bank Transfer,3,Yes
19.0,66.48,Two Year,Fiber Optic,No,Credit Card,1,No
23.0,79.41,Two Year,DSL,No,Electronic Check,2,Yes
72.0,86.48,Two Year,Fiber Optic,No,Electronic Check,0,Yes
72.0,49.87,Two Year,DSL,Yes,Credit Card,1,No
72.0,73.98,Two Year,Fiber Optic,No,Mailed Check,0,Yes
10.0,57.48,Month-to-Month,No,Yes,Mailed Check,1,Yes
72.0,61.02,Month-to-Month,No,No,Electronic Check,0,No
15.0,55.34,One Year,No,Yes,Credit Card,0,No
46.0,79.13,Month-to-Month,No,Yes,Credit Card,1,Yes
6.0,67.45,Two Year,Fiber Optic,Yes,Mailed Check,0,No
17.0,76.84,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
72.0,64.47,One Year,Fiber Optic,No,Mailed Check,3,Yes
71.0,16.88,Month-to-Month,Fiber Optic,No,Electronic Check,4,Yes
28.0,65.94,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,Yes
38.0,66.91,One Year,DSL,No,Mailed Check,2,Yes
5.0,72.28,Two Year,No,Yes,Electronic Check,0,No
31.0,47.19,Month-to-Month,Fiber Optic,Yes,Credit Card,0,Yes
23.0,29.14,Two Year,No,No,Electronic Check,2,No
2.0,83.74,Two Year,DSL,No,Mailed Check,1,Yes
3.0,56.79,One Year,DSL,Yes,Electronic Check,0,Yes
3.0,70.14,One Year,DSL,No,Bank Transfer,1,No
31.0,56.56,One Year,Fiber Optic,No,Electronic Check,2,Yes
4.0,64.82,Month-to-Month,DSL,No,Mailed Check,1,Yes
15.0,51.52,Month-to-Month,Fiber Optic,Yes,Credit Card,0,Yes
11.0,35.96,Two Year,DSL,No,Credit Card,0,No
19.0,79.21,One Year,DSL,Yes,Bank Transfer,2,No
29.0,46.91,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,Yes
28.0,69.92,One Year,No,Yes,Electronic Check,2,No
17.0,77.31,Month-to-Month,DSL,No,Bank Transfer,1,Yes
15.0,47.4,Month-to-Month,Fiber Optic,Yes,Electronic Check,3,Yes
12.0,28.88,Month-to-Month,DSL,No,Mailed Check,1,Yes
48.0,137.78,Month-to-Month,DSL,Yes,Credit Card,0,Yes
10.0,49.17,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
7.0,83.7,Month-to-Month,Fiber Optic,No,Credit Card,0,Yes
33.0,123.18,One Year,No,Yes,Credit Card,2,Yes
11.0,88.7,Month-to-Month,Fiber Optic,No,Bank Transfer,2,Yes
45.0,55.99,Month-to-Month,No,Yes,Bank Transfer,2,No
10.0,62.99,Month-to-Month,DSL,Yes,Mailed Check,1,Yes
29.0,40.02,Month-to-Month,DSL,No,Credit Card,6,Yes
1.0,91.45,Month-to-Month,DSL,No,Electronic Check,1,Yes
12.0,81.99,Month-to-Month,Fiber Optic,No,Bank Transfer,1,Yes
10.0,49.57,Month-to-Month,DSL,No,Electronic Check,0,Yes
41.0,33.73,Two Year,DSL,Yes,Electronic Check,1,No
72.0,25.36,Month-to-Month,Fiber Optic,No,Bank Transfer,0,Yes
15.0,94.6,Month-to-Month,DSL,No,Mailed Check,5,Yes
42.0,68.61,Month-to-Month,DSL,Yes,Bank Transfer,0,Yes
29.0,71.45,Month-to-Month,DSL,Yes,Bank Transfer,2,No
72.0,40.31,One Year,DSL,No,Mailed Check,1,No
40.0,21.09,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
2.0,93.88,Month-to-Month,Fiber Optic,Yes,Mailed Check,1,Yes
30.0,66.26,Month-to-Month,DSL,Yes,Credit Card,1,No
18.0,92.22,One Year,DSL,No,Electronic Check,2,No
0.0,53.42,Month-to-Month,No,No,Mailed Check,3,Yes
7.0,57.9,One Year,Fiber Optic,Yes,Mailed Check,1,Yes
61.0,86.4,Month-to-Month,Fiber Optic,No,Credit Card,0,Yes
63.0,86.97,Month-to-Month,Fiber Optic,No,Bank Transfer,1,Yes
38.0,88.93,One Year,DSL,Yes,Electronic Check,2,No
72.0,56.14,One Year,No,No,Credit Card,1,No
39.0,83.44,One Year,Fiber Optic,Yes,Credit Card,4,Yes
0.0,98.27,Month-to-Month,DSL,No,Credit Card,1,Yes
8.0,61.86,Month-to-Month,Fiber Optic,Yes,Mailed Check,1,No
1.0,49.6,Month-to-Month,DSL,Yes,Credit Card,1,Yes
2.0,105.28,One Year,DSL,Yes,Mailed Check,2,No
6.0,45.37,One Year,No,Yes,Bank Transfer,2,No
17.0,83.88,Month-to-Month,No,No,Credit Card,2,Yes
45.0,63.25,One Year,DSL,No,Credit Card,3,No
48.0,15.0,One Year,Fiber Optic,Yes,Mailed Check,1,No
23.0,98.86,Month-to-Month,Fiber Optic,Yes,Credit Card,3,Yes
63.0,15.0,Two Year,DSL,No,Electronic Check,0,No
17.0,15.0,Two Year,Fiber Optic,Yes,Electronic Check,1,No
53.0,80.82,Month-to-Month,Fiber Optic,Yes,Mailed Check,1,Yes
15.0,80.81,Two Year,Fiber Optic,No,Bank Transfer,0,Yes
8.0,45.87,Month-to-Month,Fiber Optic,No,Electronic Check,3,Yes
60.0,69.43,One Year,Fiber Optic,No,Mailed Check,2,Yes
12.0,15.0,Two Year,No,No,Electronic Check,3,No
17.0,86.21,Month-to-Month,DSL,Yes,Bank Transfer,2,Yes
10.0,72.49,Month-to-Month,No,No,Credit Card,3,Yes
26.0,63.63,Two Year,DSL,Yes,Bank Transfer,2,No
72.0,65.63,Month-to-Month,DSL,Yes,Mailed Check,2,Yes
1.0,79.8,Month-to-Month,DSL,No,Credit Card,0,Yes
55.0,64.13,Month-to-Month,Fiber Optic,No,Bank Transfer,0,Yes
0.0,15.0,Two Year,DSL,Yes,Credit Card,1,No
11.0,130.89,Two Year,No,Yes,Bank Transfer,0,No
4.0,101.02,Month-to-Month,Fiber Optic,No,Credit Card,4,Yes
34.0,26.45,Two Year,DSL,No,Credit Card,0,Yes
1.0,54.65,Month-to-Month,Fiber Optic,No,Mailed Check,0,Yes
19.0,57.92,Two Year,No,No,Mailed Check,2,No
8.0,97.37,One Year,Fiber Optic,No,Bank Transfer,1,Yes
3.0,15.0,Month-to-Month,DSL,No,Bank Transfer,2,Yes
35.0,50.03,Month-to-Month,No,No,Bank Transfer,4,Yes
6.0,15.0,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,Yes
6.0,56.45,Month-to-Month,Fiber Optic,Yes,Mailed Check,5,Yes
8.0,50.82,One Year,DSL,No,Bank Transfer,0,No
21.0,67.39,Month-to-Month,Fiber Optic,Yes,Credit Card,2,Yes
26.0,46.85,Two Year,No,Yes,Credit Card,1,No
0.0,42.47,One Year,DSL,No,Electronic Check,2,No
7.0,83.59,One Year,DSL,Yes,Electronic Check,2,No
14.0,78.64,Month-to-Month,No,No,Electronic Check,2,Yes
10.0,81.54,Two Year,DSL,Yes,Electronic Check,1,Yes
52.0,59.69,One Year,No,No,Electronic Check,1,No
37.0,47.85,Two Year,DSL,No,Credit Card,0,No
24.0,61.43,Two Year,Fiber Optic,No,Credit Card,2,No
10.0,80.03,Month-to-Month,DSL,Yes,Mailed Check,0,Yes
29.0,15.0,Month-to-Month,No,No,Bank Transfer,1,No
45.0,76.82,Two Year,Fiber Optic,No,Bank Transfer,2,No
22.0,74.27,Two Year,No,No,Credit Card,2,Yes
37.0,66.86,One Year,Fiber Optic,No,Credit Card,2,Yes
33.0,60.52,Month-to-Month,DSL,No,Electronic Check,1,Yes
20.0,15.0,One Year,DSL,Yes,Electronic Check,1,No
9.0,51.8,Month-to-Month,Fiber Optic,No,Electronic Check,3,Yes
33.0,118.68,Month-to-Month,Fiber Optic,No,Bank Transfer,2,Yes
6.0,65.39,Month-to-Month,No,No,Bank Transfer,2,Yes
36.0,55.78,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
39.0,65.51,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
41.0,75.64,Two Year,No,Yes,Mailed Check,0,No
15.0,84.76,Two Year,DSL,No,Credit Card,2,Yes
5.0,58.13,Two Year,No,No,Electronic Check,4,Yes
3.0,77.75,Two Year,Fiber Optic,No,Electronic Check,5,Yes
33.0,115.3,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
52.0,95.19,Two Year,DSL,No,Electronic Check,0,No
25.0,135.21,Two Year,DSL,No,Credit Card,1,Yes
4.0,45.3,Two Year,DSL,Yes,Electronic Check,0,No
66.0,115.29,One Year,No,No,Bank Transfer,6,No
72.0,41.28,Month-to-Month,No,No,Electronic Check,1,No
14.0,75.61,Month-to-Month,DSL,No,Electronic Check,3,Yes
22.0,86.97,Month-to-Month,No,No,Credit Card,2,Yes
36.0,49.68,Two Year,Fiber Optic,No,Credit Card,0,No
32.0,67.64,Month-to-Month,No,No,Mailed Check,0,Yes
72.0,92.31,Two Year,DSL,Yes,Credit Card,0,No
3.0,43.69,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,Yes
21.0,115.08,One Year,Fiber Optic,No,Mailed Check,2,No
28.0,23.46,Month-to-Month,DSL,No,Credit Card,1,Yes
53.0,123.19,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
50.0,95.04,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
72.0,62.31,One Year,DSL,Yes,Bank Transfer,3,No
17.0,52.92,Month-to-Month,DSL,No,Mailed Check,0,Yes
43.0,49.79,One Year,No,No,Electronic Check,0,No
13.0,60.93,Month-to-Month,DSL,Yes,Electronic Check,0,Yes
13.0,63.55,Two Year,DSL,No,Credit Card,0,Yes
7.0,102.66,Month-to-Month,Fiber Optic,No,Bank Transfer,0,Yes
41.0,124.06,One Year,Fiber Optic,Yes,Mailed Check,1,Yes
72.0,70.98,Month-to-Month,Fiber Optic,Yes,Credit Card,2,Yes
7.0,39.63,One Year,Fiber Optic,Yes,Mailed Check,1,Yes
1.0,48.63,Month-to-Month,DSL,Yes,Bank Transfer,3,Yes
41.0,59.51,One Year,Fiber Optic,No,Credit Card,2,Yes
23.0,34.1,Two Year,Fiber Optic,Yes,Credit Card,0,No
72.0,29.63,Month-to-Month,No,No,Mailed Check,3,No
7.0,127.91,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,Yes
2.0,74.08,One Year,DSL,No,Mailed Check,2,Yes
16.0,40.01,One Year,Fiber Optic,Yes,Bank Transfer,0,No
2.0,89.5,Month-to-Month,DSL,No,Electronic Check,1,Yes
7.0,29.65,Month-to-Month,Fiber Optic,No,Mailed Check,0,Yes
3.0,32.12,Month-to-Month,DSL,No,Electronic Check,1,Yes
6.0,40.91,Month-to-Month,DSL,No,Electronic Check,3,Yes
3.0,114.64,Month-to-Month,Fiber Optic,No,Bank Transfer,2,Yes
72.0,57.41,Two Year,Fiber Optic,No,Credit Card,3,No
8.0,15.0,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,Yes
14.0,101.3,One Year,Fiber Optic,No,Electronic Check,0,Yes
55.0,55.81,Two Year,Fiber Optic,Yes,Mailed Check,3,No
27.0,15.0,Month-to-Month,Fiber Optic,No,Bank Transfer,1,Yes
23.0,55.5,One Year,Fiber Optic,No,Electronic Check,3,Yes
29.0,80.63,Two Year,DSL,No,Electronic Check,4,Yes
42.0,77.12,Month-to-Month,Fiber Optic,Yes,Mailed Check,1,Yes
50.0,118.95,Month-to-Month,Fiber Optic,Yes,Credit Card,2,Yes
25.0,39.42,Two Year,Fiber Optic,Yes,Electronic Check,2,No
53.0,66.4,Two Year,Fiber Optic,Yes,Electronic Check,0,No
18.0,44.01,Month-to-Month,Fiber Optic,Yes,Bank Transfer,0,Yes
8.0,18.73,Month-to-Month,No,Yes,Electronic Check,1,Yes
51.0,91.57,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
19.0,78.9,Month-to-Month,Fiber Optic,No,Mailed Check,2,Yes
57.0,73.51,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
1.0,77.8,One Year,DSL,No,Electronic Check,0,No
12.0,44.44,Two Year,Fiber Optic,No,Mailed Check,4,Yes
71.0,34.83,Month-to-Month,Fiber Optic,No,Mailed Check,3,Yes
7.0,66.13,Two Year,DSL,No,Credit Card,0,Yes
68.0,99.84,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,Yes
72.0,113.24,Month-to-Month,Fiber Optic,No,Bank Transfer,1,Yes
51.0,88.86,Month-to-Month,No,No,Credit Card,2,Yes
20.0,65.88,Month-to-Month,No,Yes,Credit Card,1,Yes
25.0,73.09,Month-to-Month,DSL,No,Bank Transfer,0,Yes
49.0,65.35,Two Year,Fiber Optic,Yes,Mailed Check,1,Yes
36.0,34.22,Month-to-Month,DSL,Yes,Mailed Check,1,No
24.0,65.74,One Year,DSL,No,Mailed Check,2,Yes
72.0,24.96,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,No
28.0,61.28,Month-to-Month,DSL,Yes,Bank Transfer,0,No
72.0,114.08,One Year,DSL,Yes,Credit Card,2,No
1.0,89.69,Two Year,No,No,Mailed Check,4,Yes
4.0,37.31,Month-to-Month,No,Yes,Bank Transfer,2,No
14.0,62.83,One Year,Fiber Optic,No,Credit Card,3,No
12.0,39.97,Two Year,No,Yes,Credit Card,1,No
37.0,63.12,One Year,Fiber Optic,No,Bank Transfer,1,No
4.0,96.23,Month-to-Month,DSL,No,Bank Transfer,3,Yes
72.0,84.59,One Year,Fiber Optic,Yes,Mailed Check,3,No
9.0,139.52,Month-to-Month,Fiber Optic,Yes,Electronic Check,3,Yes
13.0,100.77,One Year,DSL,Yes,Electronic Check,3,Yes
8.0,71.12,Month-to-Month,No,No,Mailed Check,2,Yes
21.0,85.31,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,Yes
1.0,58.93,One Year,DSL,Yes,Bank Transfer,3,Yes
4.0,31.17,Month-to-Month,DSL,Yes,Bank Transfer,4,Yes
33.0,104.17,Month-to-Month,DSL,Yes,Mailed Check,5,Yes
5.0,95.27,Two Year,No,Yes,Electronic Check,2,No
6.0,57.77,Two Year,Fiber Optic,No,Electronic Check,2,Yes
38.0,73.22,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
2.0,102.23,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
14.0,90.39,Month-to-Month,Fiber Optic,No,Credit Card,0,Yes
1.0,21.11,Month-to-Month,Fiber Optic,No,Electronic Check,0,Yes
10.0,72.31,Two Year,Fiber Optic,No,Electronic Check,1,Yes
29.0,59.97,One Year,No,No,Electronic Check,0,No
2.0,98.39,Month-to-Month,No,No,Bank Transfer,3,Yes
53.0,95.93,Month-to-Month,No,No,Bank Transfer,1,No
58.0,104.56,One Year,Fiber Optic,No,Electronic Check,4,Yes
3.0,31.46,One Year,No,Yes,Credit Card,4,No
72.0,41.48,One Year,Fiber Optic,Yes,Credit Card,1,No
8.0,98.42,Month-to-Month,No,Yes,Electronic Check,1,Yes
2.0,47.25,Month-to-Month,No,No,Mailed Check,0,Yes
0.0,19.36,Month-to-Month,No,Yes,Mailed Check,4,Yes
13.0,80.98,Month-to-Month,No,No,Electronic Check,2,Yes
24.0,48.58,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
10.0,118.69,Two Year,DSL,No,Electronic Check,2,Yes
43.0,73.89,Month-to-Month,DSL,Yes,Mailed Check,1,No
30.0,69.81,Two Year,Fiber Optic,No,Mailed Check,4,Yes
10.0,53.92,Month-to-Month,DSL,No,Mailed Check,2,Yes
32.0,112.73,Month-to-Month,Fiber Optic,Yes,Credit Card,1,Yes
68.0,75.76,Month-to-Month,Fiber Optic,No,Electronic Check,0,Yes
2.0,52.75,Month-to-Month,Fiber Optic,No,Electronic Check,3,Yes
9.0,41.18,Two Year,No,Yes,Bank Transfer,4,No
15.0,62.8,Month-to-Month,Fiber Optic,No,Electronic Check,0,No
17.0,35.67,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
19.0,95.87,Two Year,Fiber Optic,No,Mailed Check,3,Yes
9.0,15.0,Month-to-Month,No,No,Electronic Check,0,No
26.0,60.81,Month-to-Month,DSL,No,Mailed Check,0,Yes
25.0,83.3,Month-to-Month,DSL,No,Electronic Check,1,Yes
21.0,75.26,Month-to-Month,No,No,Electronic Check,0,Yes
3.0,43.48,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,Yes
16.0,84.81,Month-to-Month,Fiber Optic,Yes,Electronic Check,6,Yes
11.0,38.42,Two Year,Fiber Optic,Yes,Credit Card,1,No
16.0,64.33,Two Year,Fiber Optic,No,Electronic Check,4,Yes
61.0,84.56,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,Yes
16.0,78.89,Month-to-Month,DSL,No,Credit Card,1,Yes
0.0,44.75,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
14.0,100.92,One Year,Fiber Optic,No,Bank Transfer,1,Yes
41.0,67.6,Month-to-Month,Fiber Optic,Yes,Credit Card,2,No
36.0,87.29,Two Year,Fiber Optic,Yes,Electronic Check,3,No
17.0,110.87,One Year,No,Yes,Credit Card,2,Yes
7.0,98.53,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,Yes
15.0,98.6,One Year,No,No,Electronic Check,1,Yes
20.0,70.78,Month-to-Month,Fiber Optic,No,Credit Card,0,Yes
72.0,88.82,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,No
25.0,71.41,Month-to-Month,DSL,No,Bank Transfer,3,Yes
28.0,28.72,Month-to-Month,DSL,No,Credit Card,2,No
16.0,74.08,One Year,Fiber Optic,Yes,Credit Card,2,Yes
11.0,72.69,One Year,Fiber Optic,No,Mailed Check,2,Yes
40.0,82.51,Month-to-Month,Fiber Optic,Yes,Credit Card,2,Yes
16.0,61.16,Two Year,Fiber Optic,No,Mailed Check,1,Yes
72.0,42.16,Month-to-Month,No,No,Electronic Check,0,No
15.0,84.7,Month-to-Month,No,Yes,Mailed Check,0,Yes
2.0,25.6,Month-to-Month,DSL,No,Bank Transfer,1,No
28.0,108.76,One Year,Fiber Optic,Yes,Mailed Check,3,Yes
1.0,58.06,Two Year,Fiber Optic,No,Bank Transfer,0,No
7.0,72.37,One Year,DSL,No,Mailed Check,1,Yes
10.0,81.76,Two Year,DSL,No,Mailed Check,3,Yes
32.0,82.72,Month-to-Month,No,Yes,Credit Card,3,No
16.0,22.73,Month-to-Month,No,Yes,Mailed Check,2,Yes
1.0,89.72,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
23.0,74.09,One Year,Fiber Optic,No,Credit Card,2,Yes
13.0,45.94,Month-to-Month,Fiber Optic,No,Electronic Check,0,Yes
61.0,42.51,Two Year,Fiber Optic,Yes,Credit Card,1,No
17.0,54.98,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
30.0,26.04,Month-to-Month,Fiber Optic,No,Electronic Check,0,Yes
6.0,116.67,Month-to-Month,DSL,Yes,Electronic Check,2,Yes
34.0,109.58,One Year,No,No,Electronic Check,2,Yes
31.0,78.55,Month-to-Month,Fiber Optic,Yes,Bank Transfer,0,Yes
56.0,58.3,Month-to-Month,Fiber Optic,Yes,Mailed Check,0,Yes
1.0,59.09,Month-to-Month,No,Yes,Credit Card,0,No
14.0,87.74,One Year,DSL,No,Mailed Check,2,Yes
27.0,117.73,One Year,DSL,No,Electronic Check,2,Yes
2.0,47.89,One Year,No,No,Bank Transfer,0,No
13.0,31.47,Month-to-Month,No,Yes,Bank Transfer,6,Yes
68.0,111.43,Two Year,Fiber Optic,Yes,Credit Card,3,No
14.0,15.0,Two Year,DSL,No,Bank Transfer,2,Yes
72.0,34.74,Month-to-Month,Fiber Optic,No,Electronic Check,0,Yes
1.0,57.59,Month-to-Month,DSL,No,Bank Transfer,1,Yes
30.0,18.19,Month-to-Month,Fiber Optic,Yes,Mailed Check,2,Yes
21.0,98.36,Month-to-Month,DSL,No,Mailed Check,5,Yes
17.0,90.71,Two Year,No,No,Credit Card,2,Yes
72.0,47.76,One Year,Fiber Optic,No,Mailed Check,3,Yes
3.0,103.39,Two Year,No,No,Bank Transfer,3,Yes
54.0,108.48,Month-to-Month,DSL,No,Mailed Check,1,Yes
28.0,61.6,One Year,Fiber Optic,No,Electronic Check,5,Yes
7.0,51.48,Month-to-Month,No,No,Mailed Check,1,Yes
56.0,132.79,Month-to-Month,DSL,No,Bank Transfer,1,Yes
13.0,86.63,One Year,Fiber Optic,Yes,Mailed Check,2,Yes
40.0,72.69,Month-to-Month,Fiber Optic,No,Mailed Check,1,Yes
12.0,105.91,One Year,Fiber Optic,No,Credit Card,1,Yes
46.0,74.06,One Year,DSL,Yes,Electronic Check,2,No
24.0,49.83,Two Year,Fiber Optic,No,Electronic Check,1,No
4.0,67.4,Month-to-Month,Fiber Optic,No,Credit Card,4,Yes
25.0,96.16,One Year,Fiber Optic,No,Credit Card,0,Yes
5.0,15.0,Two Year,DSL,No,Mailed Check,2,No
13.0,56.36,Two Year,Fiber Optic,No,Credit Card,1,No
4.0,106.49,One Year,Fiber Optic,No,Electronic Check,2,Yes
1.0,49.64,One Year,DSL,No,Electronic Check,1,Yes
6.0,111.38,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
18.0,107.44,One Year,No,No,Credit Card,0,Yes
16.0,63.03,One Year,DSL,No,Electronic Check,0,No
17.0,47.94,One Year,Fiber Optic,No,Electronic Check,1,Yes
7.0,56.38,One Year,Fiber Optic,Yes,Electronic Check,1,No
28.0,144.94,Month-to-Month,DSL,No,Electronic Check,0,Yes
29.0,121.23,Month-to-Month,DSL,Yes,Credit Card,2,Yes
11.0,68.76,One Year,Fiber Optic,No,Mailed Check,2,Yes
51.0,46.76,Month-to-Month,Fiber Optic,No,Mailed Check,1,No
25.0,68.51,Month-to-Month,DSL,No,Bank Transfer,0,No
30.0,72.31,Month-to-Month,No,No,Credit Card,2,Yes
8.0,27.7,Month-to-Month,Fiber Optic,Yes,Electronic Check,4,Yes
0.0,67.4,Two Year,DSL,Yes,Bank Transfer,1,No
48.0,104.67,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
41.0,15.0,Month-to-Month,No,No,Electronic Check,0,No
3.0,89.8,Month-to-Month,DSL,Yes,Credit Card,2,Yes
11.0,106.24,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,Yes
26.0,48.18,Month-to-Month,Fiber Optic,No,Electronic Check,5,Yes
25.0,115.83,Month-to-Month,DSL,Yes,Electronic Check,4,Yes
47.0,44.29,Two Year,DSL,No,Bank Transfer,3,No
4.0,78.23,Month-to-Month,DSL,No,Mailed Check,1,Yes
13.0,55.8,One Year,DSL,No,Mailed Check,2,No
2.0,55.79,Two Year,DSL,Yes,Electronic Check,1,Yes
12.0,46.48,Two Year,No,Yes,Bank Transfer,1,No
0.0,85.96,Month-to-Month,No,No,Electronic Check,3,Yes
55.0,90.46,Month-to-Month,DSL,No,Mailed Check,1,Yes
18.0,63.07,Month-to-Month,Fiber Optic,Yes,Mailed Check,3,Yes
45.0,24.2,Month-to-Month,DSL,Yes,Bank Transfer,1,No
1.0,77.1,Month-to-Month,DSL,Yes,Electronic Check,1,No
6.0,77.66,Two Year,DSL,No,Electronic Check,3,Yes
7.0,58.5,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
12.0,121.02,Month-to-Month,No,Yes,Electronic Check,2,Yes
39.0,18.08,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
12.0,15.0,Two Year,Fiber Optic,No,Bank Transfer,2,Yes
5.0,43.07,One Year,DSL,No,Bank Transfer,1,Yes
2.0,86.31,Month-to-Month,DSL,No,Bank Transfer,3,Yes
2.0,33.32,Month-to-Month,No,No,Mailed Check,3,Yes
34.0,35.57,Month-to-Month,DSL,No,Electronic Check,1,Yes
14.0,93.53,One Year,No,No,Credit Card,1,Yes
31.0,78.88,One Year,DSL,No,Electronic Check,2,Yes
28.0,76.31,One Year,Fiber Optic,No,Bank Transfer,0,Yes
3.0,88.44,Month-to-Month,No,Yes,Credit Card,2,Yes
4.0,52.24,One Year,DSL,Yes,Bank Transfer,0,No
34.0,53.63,One Year,Fiber Optic,No,Electronic Check,1,No
31.0,89.29,Two Year,Fiber Optic,Yes,Electronic Check,3,Yes
11.0,24.65,One Year,DSL,No,Electronic Check,1,No
2.0,15.0,Month-to-Month,Fiber Optic,Yes,Bank Transfer,2,Yes
0.0,52.0,Month-to-Month,DSL,No,Bank Transfer,1,Yes
8.0,92.93,Month-to-Month,DSL,No,Bank Transfer,0,Yes
0.0,72.67,One Year,DSL,No,Electronic Check,1,Yes
6.0,90.72,One Year,No,Yes,Credit Card,1,No
13.0,15.0,Month-to-Month,DSL,No,Bank Transfer,2,Yes
3.0,74.46,Month-to-Month,DSL,Yes,Electronic Check,5,Yes
3.0,84.62,Month-to-Month,Fiber Optic,Yes,Electronic Check,0,Yes
54.0,24.48,Two Year,DSL,Yes,Bank Transfer,0,No
21.0,90.86,Month-to-Month,Fiber Optic,No,Mailed Check,3,Yes
65.0,61.65,Month-to-Month,DSL,No,Electronic Check,3,No
10.0,150.0,Month-to-Month,Fiber Optic,No,Electronic Check,5,Yes
27.0,15.0,Month-to-Month,Fiber Optic,No,Credit Card,2,Yes
5.0,106.07,One Year,Fiber Optic,No,Electronic Check,1,Yes
23.0,53.18,Two Year,DSL,No,Electronic Check,2,Yes
3.0,16.49,Month-to-Month,Fiber Optic,No,Credit Card,5,Yes
0.0,49.19,One Year,Fiber Optic,No,Bank Transfer,2,Yes
64.0,73.32,Month-to-Month,DSL,No,Bank Transfer,1,Yes
19.0,96.12,Two Year,DSL,Yes,Mailed Check,4,No
63.0,116.66,Month-to-Month,DSL,Yes,Bank Transfer,3,Yes
10.0,107.66,Month-to-Month,Fiber Optic,Yes,Bank Transfer,2,Yes
10.0,36.04,Month-to-Month,No,Yes,Credit Card,0,Yes
12.0,98.9,Month-to-Month,DSL,No,Electronic Check,1,Yes
29.0,76.74,Month-to-Month,DSL,No,Electronic Check,1,Yes
20.0,45.36,One Year,DSL,No,Electronic Check,0,No
62.0,58.64,One Year,DSL,Yes,Bank Transfer,1,No
1.0,43.7,Month-to-Month,Fiber Optic,No,Mailed Check,1,Yes
30.0,66.11,One Year,No,No,Electronic Check,1,Yes
